from,to,price,outgoing_start,incomming_arrival,night_in_dest,link,dest_id
Budapest,Barcelona,71,2024-11-09T16:00:00.000Z,2024-11-16T12:20:00.000Z,7,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e440000114d09dc_0%7C01af0b774e4b000026931643_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=HbGcaWhpoDWkaDesloNoYqQ0znsqEoB8SDKkB1CBV7v3KjpklfHAJkabQMhsl7r5GUgXfiWZqiJlDGBJSFYAPla9Di7iVksx0E23X6AM43iKBdU2tLJnXFFccwp0kC-5RRmuT1lqUa-v5S04A0wtLAr24QE1zAY4GWgyyqt8yfZQ5AbpjR-Eduh2fysGd8JXpK3_OvoJi7rjO5DsN1lK3GIZOhoCFcXXmy_Ib8JSLOD9w3bCv6QdEGieVU5GCvb_MQjy_Oqk8ynht94JFdTwf8YpzWvb9Gp1wGqWoci_L2ynZhd5JuK46LnbAnjdKxzIzJwZiCH2dkd011tlXTlqiwgsJOBwoWj4ek7bKTRCMBe4Nz4TFZEKeCNi0YwYdrcZ0sdUoNKbiOTILVh_e1WZqTsffSMHS_Y4UJtcnbueemnh4IHBWkLHiQU3zMDHjT8IbP9Lw048NfxeF82toT4Wy__jPI6sEdD9k8dBJw795Eu6y8a602IlVf_h3FydSL-TuYgVvoU4QZAae85BOfKfjLsw21mjlt2B5FiwZehEbb3QST77e7WCLG7RGbLGNLD9U1OjMUh_gfgjWyz5f3yOQhykuJMFyxOWbRfwcxyAZDzw2acIjGXJ6DAR_hS9MazVjQwjLCIkaMRdWgjM_J5w0HDXfVCoDcVKzPH5iyybFDzj9CvvZ3RYa6UZwfnRfHkMNTzV6q5y0urmU3eO9v8qeNg==,BCN
Budapest,Barcelona,71,2024-11-09T16:00:00.000Z,2024-11-16T22:10:00.000Z,7,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e440000114d09dc_0%7C01af0b774e4b0000c12b3b44_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=HDoLoFkNp6v5O8LOduRxSKuk8SALLcP4H2kkTJ9xkj16P0j5q3o1IUtcNnVTJ7zCrynnsH_9hlT8m3_AQh96r6EEkxcJGq4grpVrU-_ahdzBTfazdd5uH-ZU8apI0baVQ9KdkdVExtW-OXHgDOCTbArVBqoSsefTMNbhRV60DmUraLFBNhQZydlzjGwPHdC9d3ydtr_1yKTD62CSkEF1-evF6ACTviinlAQGqRFpDX500brLvrvX2iOTorxtkL1St7Yz5AfGDRRCY2dpoAmet4bmXMar4PRHS3_I7k_FzLzbg6R9l_7pKgB6D1VGoWZpUjnwPN9uKTTWHc0mal678NWfle45R8stx2qz7qKNkzER6CoU76p9NqBzGbaPONmhANdUv2w-t2ffuMOq6Br8YnO1U14QEAd2_12YAnJvWWzOGJ2mprHm0ENBE1XS-WUhmmPH97HLO6V-j1TMddlgzarODnWhnqnzn7KTQa8PegIyMaIF9bBxhpbqtcOhAPMniQOk7-56HxXAZojcqfvGIHNHbctbGZnwyWK9yq5K5MZEP0sh4BlSgQp2e7pn5G8hCk57lQuAylgNva_vjJDfnPUH7Z0j8-1arZ8hKm3BD4m2tPsmiz42REy6b8Yk_dFAaeGCY-lWENEGxpLHa6XcyLOxoyhSjoeZen7M60IaiyCRIumDfudcoVobbeeYB1BNDrB4j2SpVXkjFwGU2iAhTxw==,BCN
Budapest,Barcelona,71,2024-11-10T06:50:00.000Z,2024-11-14T22:40:00.000Z,4,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e450000c82144c1_0%7C01af0b774e490000dd602d8f_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=HLv6O5_ITlBv8e0sP01EwbTJpf-zzhwcB6JAil33krHwy7XlKkynZtMXgChDfUV_uZ_hrP2IkZI-O-UJbOJwxxvIapUZvGbw3za_vahcM9fbKUYywdJBbNLEAkkhgssAc8faAAoVRBsM357DSTa04lu7r_s2yaSgpVzDtUbPYAM_GDgpvKXxf6Y0a_g_FH6xQCT_QGodHy79hGMtau2PkgrwCILvfijQUVDyB1PaAUwvfmuGCFCQiL3GbkK0ORbj5CUXsk2IOJ9qRiBM_mUzdK0SRDwo9ZKB5B11rVeTmpuXf8KcdwR-8jLrl0n6j69ArbZhyzRgDa-zXOFRqo2BlauyjCmouNd81HaNxCARJwFgP7oC4ZDE0pPl4UIuACzRnsN8PpVxNZOf4eeBN0IjTHg-tXWOJfyztfHbtO5RLv143iElGFDnkFDjRjcrHV7863OAwamUZkrnP-JKTHY4LHr9GDb-iu6Qm55NQTgrnzJ4bLFEMllvfPRxgWKX8-x83QgAlcROSNvp7LHtDFTc9zy_7Co8R2LM7YAhv_OgYB5hwa7wfRcetcFmeRr0Ql3fWvdsr59o99ANq1od_dhqiIFYrrvFkG_siebt3Y7Nv2rjSeQneXluyV0XZTQuXLzlmFvFxnF5AvhUyayWmBrLxoczaw-qLb_9DzI_yCYwo3GwwzEGzxh6_s012-Y4jzQFfuSvakjuOmWJM4MO24wK4oPcM-QGBCXvOGBXRHvBS-zc=,BCN
Budapest,Barcelona,71,2024-11-06T16:50:00.000Z,2024-11-11T13:00:00.000Z,5,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e410000295ac688_0%7C01af0b774e460000d8cbe841_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=Hkjv7e-7H2no9L-HZo7KXLB-ltKFOQG0ZOxghadMXn_SJcAyeJwOltz2tpY5wOMzi57mwa4fvkAbhrvt3vebuH-mi_m9V_KWFB8FnC53K4Lr2VsZ1fxDYBfKbp0SNLkJQc9NhuKegmbQiYD7o1qWBncQ7EuGMYN_6mH7jUakBt4t7RVaSj8ZwpGIGqYFoRJQU5S03MMKiqOj1zGeSyRmLgFFMD2w-Xwso_GlkqsVjl0FXBgUs0olOxHEbeC1mwOx5arCe50yAndVjoWH7msbUTZ9NWxXAhcNHHLm3KYflAFxvr384mcbXnBQocKrx8PkfcOjMH2wzdEppspqIQMqt2FAeKhGV0gLshzGp_g98vfVCUCHN1tm6hPQFWNfoKqHTcoSJEbaAo3EO5dztf2_yErEcRlCwa5IteITiKnwEqAGDtn9HTYXiG4svO5R3SZnkw_ygPHeFWQU6NrmbxXalSoaQzhFLGVEUgH-IMw3SGSCoVTPy2i9N5VvIupmsIgnaorwuM3x6nQt9eKg4M66MYE010S3U_rCvp-v7G7Ep9A47u3nFDZ0IXO9LVV4yFHfh39d7SIOs1snVpPJGsJtJteNyAyAsrUe-tbE4dLrI3dCfX--J_3X-TL_HyFRh8MdbRxxs6ljenXAGNI6M9ZRGEfPyfyuxDfKdWmrvkva0_sPmFPHKXZcMYyKa6JrxMi19Ze8FXs_FkEQH7gBkXvIJ0g==,BCN
Budapest,Barcelona,71,2024-11-10T06:50:00.000Z,2024-11-13T23:00:00.000Z,3,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e450000c82144c1_0%7C01af0b774e4800002a8ac687_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=HOGHsJnAyoW2OZSPZdPDRR2ApjJoX94SB_6xyyXF3MyOU0OEJB23kLXKQeLvN_9PKlG_opgYBo4ncWt9et4MdEYzGZbqN11VUO7vXxhA6XZFVWYHfr_7xxwRDeACfC46BC9jyO0r9VdZPiALCi5x1PITH9lrOtzhyyRE_iXkI2QverXC4aufhwnRHVzZs4M9OkpolXttwh56iexGn0eK_AKy92Kb7GbL1jWujPY2N_0ZB9nFPrWYNfAnotsQSB2Y13VkxMcrMPAzz6wlGCfuHSDXU1s370lVR62CBeqgZY828KBwCHD90eTTfhvn9pnuAT7CbKgdI-HA8T82xdLG6dYGPTo2MWEnFXGWLzVu21keZz_Q68GOSJARAyVQuLU_cta-hBg9Uj7nztwS7yvVFVAI89v_hZbn-Uo1dT80Dd3xF1GWv0H9kkXUsOT2nDWGN1r_i_YLN0rejeabyX6-t3Ci8yZ0k5CnO4IWZcPNu5P9Udw0qfr0q978KEP9A0ZhS8GxjPFYu9UXNFaJSOGNj2pCXThPTsSaueBt-t3_BqvuyGBl7zEtQadTL5seSnRVWdzIZUKJ7WT1QRL81QYQI1N-aea_ZycLQcMssyi6vSH8m2sOt9ZcWNN6CEiD0mtFplxYNx_8UHt5QWck3U7mlCzA2akGE1PjVuIUQhNVnXapjv_NDUF4qXTkm-jpC3S1jyZA5BBAwTVh4GNqDnD9m1A==,BCN
Budapest,Barcelona,71,2024-11-06T16:50:00.000Z,2024-11-13T23:00:00.000Z,7,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e410000295ac688_0%7C01af0b774e4800002a8ac687_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=Hjh0auygUUP5-_ZHPL5JMojFv44LzvkHR7l0WXDQDxRoBo1hLGiTLjfFf26A-50VCXfBuXlnSTXiR9JSXVxUp1-brBehdVlihCj4jqARKU9kLK5f9xuw6j3zYJusz9waXfGYM5_n9FjuLBL4WdQATOUN_J6zbhIfYl5B8D6HfDDz0GOVasmZa1nT5M4eM-tenpf3c9MQ_zHRLk8rA8OOg2__T6_4X_Yz63seordp_zUmxgOS0yi9fV3WxM9fHt8Qjrwd1gv3-yywIZNJF8nnmzKbLAY91BPCKLwto8NBDpIm98qtl_oq_8KUUt_ki8nzBdNNQO2JWistbaJzAfibJH33AajkCYwhymnQs1M4rRyfO1H7b7qL8TolIDd_FugvvktbKqRi86kIkELaTAo729DMPMrDe1--KMwCdobIvjaXwQ43y2u74-RlOPcWk-4CVhdpCMuVA1TVitRrit9KXEc0agFLbOVJfjj1YuhT6kK73lQQSjDgOY5qsyMCAl74_C0lfPIe2P_oXDtpaRO1QcN2aBTIYx57tFPM1xOteYZbZTcdvDcUfr4-V6kf6dleq7kpUnO3WuaWinBrMUXl7-eKV4O4cOnvF3mPAv5mBFOvanUa8KUy15SndAFP2cBkF2WKB44gmCmdFl9jxB8Ej1fg-AplVMv1xwYm-myV18Y7I89gRMVCtoMRmfMJscXqKSBCWgZafLjNCVt67KEn6xtDIojiJFkyJ6-CABkfm9io=,BCN
Budapest,Barcelona,71,2024-11-19T06:10:00.000Z,2024-11-20T13:00:00.000Z,1,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e4e00001572a8fe_0%7C01af0b774e4f000041bd93ce_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=HfFUBZjhixGPcJu64Yh8xmMxoDKEzOuNwF8RwS_nT1OjXABJasscSn4T1YWxvb7PMchEp9JcGaM13VJC-aDg7okwPQ2eZw3B1cbqhjFnh2dWGPUSfzKxzYaDjrp75AQSMo29OVojAPPTscDNxX5NO7juzB9OKcf8cD0MSMQKAHuAM_V-Sv6gh61NQIBsLbv1tvxWPGKB-hNnuosnt1DIMz21ls-G7fhr6mT-JAgaOxJ2g2cHBzi9dbfzNPssWSOS71fqpJYtarjeZcRsVK80zJYVE0czRK5siBG4vaVATgCkLzhVSa5VjsnTt_eXvtxXT6LyN-YT33568jjvT-KaJ6oYK1DIEepbKExLgIxzvN1dMqs4cfDAC0tKpaEno99_99ZrsYWyeQ66joRMyDMbhJo4ELWpR1Wcn0KVZBwIKdMjhjS-Ykole1NpjK4BeUKtkm14beorS_Ojf7HWpwmI376tdM9gbUsM0uCdcFidYwlg_xdfAvj0hxWIF-e91NqkhbpDFdaH1cA_VoaknnMCE-vpe2wKXd9wh1CJVnLT8M6ym-NsKgcRpGqla_qX2Qwu9NKvhcWMDghj-GnbOHhCpFRxAhrzcssjKer5CLlmIdUDg5_PXWN0V7OexavqPTpEgPDe74JvQif-4WcNw2eguqrpZu8811w7hkfcZTHXh1Hg-fD0tfSQ6VjPq9gfbPjsT_bBnlFlRB3YY0uqhXkBmzKzqyTe76-1I-Z-GLEN0Xlo=,BCN
Budapest,Barcelona,71,2024-11-19T06:10:00.000Z,2024-11-26T22:10:00.000Z,7,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e4e00001572a8fe_0%7C01af0b774e55000005f3d326_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=Hb10oh09SGO1mRounpPXcZ3sTWfrQyYTB2aTZiQZhf9AdKZQT5D1OcarS9jOLMi1khAAQcabtBv55RDfIj1nF-wIJoIrUwiiRSDZfucrGJzrovQ7FGZ0MQJ9gTewgHoMl-kOx4pBokRNcvIsz0HxyW22UIE5jb6oRaf9qs5xZpd0L1agrjtCrZFNa3r-mjpbURxpNiuyDkm5CTrJvWDinM-U5DwXssctRIREw8Gw-7AtOXXYcSyOTRfU-SBh_fGLZOsW9DyxVs_aFGPTaWH43dRYkypaBP9bIbi4U_qHRkk3TvyPYYbTtojvfyUpbNuRdNY-lTnriGszKnPvn32qxfzqnk3idkkd1D-L-R-ZR58QV2O2ZecmT14ZN_R6KCwIquj8bqsUFnuoPIq601agooDr8qZOBPLZD9XygTAYldpQwC0z_x0Ve7Wk1eN5g9lwAcB6JO-kTUS_9y_clme0rQplI2_4oMQtfeL-QsJR1f_meVKRFf3ZSzfUqEzaxRz37rhUbOeoKwhdK51-6UctThDCOLZENUDIcuTvDmftVZLcSomrmkl5YrhYUPMFHaIp-BMpnjOAu0JtsT8SnLK_FcwPJ3ADHj9zA-rcTSw3iIgmJCn5se4TfZhpWQvWNhbpRO5p9xk815VlPcydeTM_Klu0CS2dfBEOWzeTDgeADDqzJokCAN8Rla2iHVqJ9odBzcZLxsv3Z7aKEglnpQ6UyzA==,BCN
Budapest,Barcelona,71,2024-11-09T16:00:00.000Z,2024-11-12T22:10:00.000Z,3,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e440000114d09dc_0%7C01af0b774e470000f150ae51_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=H0OpTbBGG--8CmsKVq5aw6XTTiUAD4BBbBi3ASQDn-BqEuTE75UdcLstwnVJOOlBdeiHJe58vCjybHqjBeWhzxHdSFl2ImrJp5Gfe2PaLWgCo5hbu14q0Ily_9quKSo4iWCOe9_pgd9JjD2Ch922zUpdd6WTW1pqwOasQwCOZjhWKBD8AAvcIt1Qt9BUQel5IuncA6_UiEjGjJCNrHBMe1YeSDNDFE_u-P0AVQYTlcILpvlAGRboM9qVX2WaK7cXsSdGs5N3-H9zrs09LrBNlrQg4IK2WvyVaHG1X-K2dK2VF0UbF0pneYiqzfUSwKCL519gn5osEoslKRjTiJ2wJFiKZ4xFIdRHQ07VFPEFt6V50fmw2jQrdX69q7n_2BX430ETdl5f_bCG1zVq4IXt36kz7C33YZfLrPp9oD-wXjW21b-LOR1_-BhS0-hVXka9cI0aX9NITc3gcDNEhnYo93PRrmSpas1xHYkj4NEsMFesRfEQCyzGn2MB-aHj8Efgd7J2KQ-eMgftncpc6S0smzvmU4cJGa7e4fZD7xg9j3A101Hy1S9cXb1J47iD4CclPFmK5GjfdcEGww9IuHH075aWrM50gLD3MBIYsj4ttp2sOh6jTH7b6l7Wc-YRkX6k3n10HAjjAsURbfLOfAp4x-IV0bmKwo1oPVB74GGPCLW3-i3voNy7R7RPDj8ASYCkh13SyqY9TRVWdvEdFNtH8Xg==,BCN
Budapest,Barcelona,71,2024-11-07T06:50:00.000Z,2024-11-12T22:10:00.000Z,5,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e420000fc947f53_0%7C01af0b774e470000f150ae51_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=HGUgHpAGbDubyRJM7Pm05Yquzh6DEnkvOoI18NciHCBcGXCS-OwEE505seJuqaonkdXR1Z7Ol0L_m0mYTZ9PBVzZHSfCIydkWU1F8WeIDYNIrI80t6AE70qfo2h7YB2UXbnNRipEoiG86pCno-fM2WFfUVEPAL5Fp-5B_t633D-ftB5fZXyYmNRKX9u5FF8Jnf5dm1XzSTQIsDvm-lg81JhL-J8cpw-LppjeP408sjmBxs4PyiTo-A-1eKAqxM4KgMRvhsdjmBSLMREzr452aqazUGtR6EtB8ewSJcGN7n10I7bocAA8MiLwxF7KrT-JRUMCLf6083qEh0PgZH5K2uA1kvfaqNHzGaxqO27DSSia4Wll5tEkJ8D7_O0bEjKd-J3k9i3O3tQzhiMysoP4K_NVOPQ8jzFcyUkBymHLQKRjvEOppPfwT7LGNsPSmdIMx8MiINRWfITyCQ1AMnz-bcVcHS0dcYFhzRo12NxdB3YxFqoNet8_LqMHwW__wmxt8-sSorFFoIqEv9oQwtElAu5ND6uh_V9NPBMbQiEmeGn4izcikYb2VG03vNITOVaBVOx-Kq4FNgelBQQ1SYIZGDb0-X2I6m9jtDbv4yJr6JPZ_uEw6A9Os3p0RqEOBRB7Egzdo-Kwvp9nG6ZvWYCkf9wS_7OdD8rYVE8rFEgvbpDwSJFzVMxHMDVTy2hqOOyUf,BCN
Budapest,Barcelona,71,2024-11-06T06:50:00.000Z,2024-11-13T23:00:00.000Z,7,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e410000c754a7a4_0%7C01af0b774e4800002a8ac687_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=HICPig8kB3xkoJbwy6n42I4nCBUzOosHHHotbIsBbb-YmbKHHKdfMyzxo18wNt5ChH8Jzq7fCuXLjF6Mjpe3YwSVo_APhV-nJQNN-J3-PvfOQ2Az1jpCM7r3Ohpgv_gV7g3jTpWwVHRDU8BjopTajsZ9OmaM7ovdtaWpWL7KBfVMP8alqB3AtEH-T7qVK6G60lCC9rbQbe730qtjQzRZAX0HacMNwZCeick43bJGZDf6s2Sl2ZtgCIyN0rSMzdCBAHT8YBW-RGXqE5iGRFxwvphDDzMkgdreA67U5h-hBvYBygzzoW0JWNYuvzPiMqjwXrN_tqTgnkpHCFPNGQPOriF6NwDgxVnjJwAxZy7rsBidSGCKP7Ye_Se57d_nVrv6AsKP89bAYBj58zpNZA8kBvnbxCmvTI_nx1pGYnhyfXw_SKd9kOLvtjKODTd7ulXrRuVkLIxTxrPRGpSgAPbq0dGBoicWudxX2M6B6hYRCMDAMcX2YxCoMQ1WPFxRt_QC6626HuVTL_-eXNkugvVqT6e93BvjQ6ACOPMdWHuvvMuh6K7MDOb7znrF_HztJi98idpVRXs28PaSq2ERnZ4USipoqW-g6f16xcluH4K5vf0kc-4sDbZEdlc8lr5t6bm09Gqv1R29jVSzyD7TgaXA6_Szj15ZMB_FCX1H6gDvfFpF0q-uoIjts-7u_8Vgld1rE,BCN
Budapest,Barcelona,71,2024-11-06T06:50:00.000Z,2024-11-11T13:00:00.000Z,5,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e410000c754a7a4_0%7C01af0b774e460000d8cbe841_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=HDKasaEhekTI-T370Nb_Sf7_wy7Vf1jcl-dooFmpS9EGuiqwSTFyMFc0qZkCEyCogyYkLK-z_pbZ7TwejATK-dttuAgE_BYeGAjeOQ7aiFgcHn_dRDRN2xdNBglpgvGDyqWoBrabiksRyyuwVtkdqU-zazR1hFMuwgDHi5mgYW_4rIpJT_ZgBhRAyPrHw8xzD4rKkCAJeshgeFJGw6tTQIcwTytKDMt_5fEAwcuOLdTrFoZLHJYogV6bZ_qd1EBkynt66MTFJHuatDrL6fVXDuF3xk9-u7yEA10WDtAHnOOd4qLBoynQ9vi8BE1FaUrUjSR4mXN9yVz7W91gYnApb7pvN8M51pTz6qrEh_NXJGY7BLHa6pShiXj_F2Leg1OhkiK7DddZz9gsBdDyv7xa-ZjeJnYrWcskb2BBUETUPyzeXiwjuvMFNoaxj0o-kGoiNG2M3AmQTzYV7DOPvwriJBZHEatX_bwYZxfoZVOWd5XdzzNITA8_tCYjM7jm4CFpd1dxwkVLz3BIMqJ_kfyLdDWdaQBDQYou1-NiHZ3F2aow_LzCnbe5VBjZIzvBwYSISa9rEv1eZeWj70p98SQVV4w40noPeBQK_6QXnD-03VYoVngOKMI7odUoOur5znd81MlrEGhJLoObcEETNkl9n7xXkU9lui8j_51Zj7TWLQgDYvEAbaFyEUrDN2MSu_Fy8,BCN
Budapest,Barcelona,71,2024-11-20T06:50:00.000Z,2024-11-25T23:00:00.000Z,5,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e4f0000fc206bf6_0%7C01af0b774e540000c921be40_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=H6aTkE_4VNd58UZ_dzDpljHPvX3Oq3MdTD2utQuRp9feGcBXRdHrtdqeNIg-rBasuiSeAgYptMz7Nf4V79xazhuhDRH_3Sig7YCZZBkGYJb1dz1A27dBK98LJxHwjCvLOqfwkn8RBfL2f9KLW3ctbq2nVAWGk_aqb7T2E6R8EzoPGf3oVd9xUSmi1ZrRfoCiAjxXhv7qyYJB-hCIuuXJOJ0MfDURk1b3wy4HMfYzaSDRQHRA9hktc5P7I8jZzEXEnknZXZWW8ZZ9IQodpCX4Zcr94pati0ZUBeLgCeC5VnIieDFY0ml_tXGdH9D65WMuS9ekRENJKIKGIyZjdeTQEIBgwgaS6-2k3Sg5qinmuSj5tbVoUSUzp1x9VLfn9OTt6E4T9qxI5eU6XZ-9e_-pMEDYg9nqQUqeMqgOgsGeYH2flzEnd6AlllwCBAV2vbkx_BA3fzalQ4a1MJtDOYlOrmeyCZouKMaytfT0E_huClgPNNCRayCvt0dUwEm3tRc-WwVz6Go9gBGOJ7C00ULB3x86CSiiH6KvAQ6JfQfEv5neLb5N6QjXibCUsZcbY5E4gJYHss7sXuR8u3g0uCi-OP5T3FhQv1rgSMBIXjp9agwK3hSrhrU3FA81xTx6bsqcYfaiXZ9lIoxW-BMMeUqkfW4kNltEXBsm9YfKv3VrwR30Rq3OGGbVu42EPGDNWUX337nqv6No7MmSWOYGJfC_WeA==,BCN
Budapest,Barcelona,71,2024-11-19T06:10:00.000Z,2024-11-25T23:00:00.000Z,6,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e4e00001572a8fe_0%7C01af0b774e540000c921be40_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=HheN4zYkEs5B-JY7luH8eh8Mk4P1c-2DdjXu0q_ctpndyY4zhatKd1wFMbn0q6a5pWupxfjXXGUa-A0eOWJ0FkxSqEq9sH91yrgB5po9Ldet8NjyYV6feQZtSZtRLD6MzaOMJR4kyCXAGvdycqMSyR2J25u0hNOxXUTyHMc3dG2vsgqlhZl6i9U8EnArBqsaSjrf8eAA0rXuVQ13FLN_d99sQiuTnOQz47aPjBHB6SM6TBWrEmv-jQDuEqBv7RHwQIxO_6ypJBOv2NstoWcyCo448Zfw2tfkwAdZhEsq9yqELoPJ5uxE_McoC21QIT4kHCTulzM9cBveoD2WiTv8mC8bamEYLitNrktkWz8iaAdpG24i4PB_UmKEizb5ktpiGVUWEAUk27RT89nG94sHoVLECvqigj3aYYaIpjtgd6qt5EUFMKgyPz865IpqDryAUqavOTL4rGMbRxDZu_YekfvJkasxb-eVi8_eTdicQkBldMXeIm58At8rm4ojipC3HYTnk90xjGi3vdfKN4W25IBdZ2zs1RzwM-BXdzsR0dWULX4tLC9rH7W8KXjdiKrD01NIGQJ3PVOKHsHw8wETw5oNl4u0AaSNqQhX9_Bg0zpKqaa6yujp6gZHHPd0MC-4pFdSd0mJ0ZpKEftAV4VaFL4SAOg4vmfTD7HT0Sf3v8fuqXd3YjnBy6t9sA7rJqA__4YkvftxY-7rJCADwQWs-QNKd6vPOSnuhPOseV8o3-os=,BCN
Budapest,Barcelona,71,2024-11-22T16:50:00.000Z,2024-11-25T23:00:00.000Z,3,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e510000806c56a8_0%7C01af0b774e540000c921be40_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=H9tgTc2KFJKrypgrW3EHeM8JfZ1uWGUdvKjMFsCREDc2Juvak5hJPuZ9SUFcUIba0ukWqY5vXdsPg4T__55wC4E3NOQ19LeHsF29FQfduFHVv_cawQvJ59vIXmCQsMahG90QW7aIAEJzbHVvN1eppPuLfVTchJ7SRYGsH3u4Pa4vBl0L3f-EqIqs8F44QeSdk3kn4O8z7DhAOHLfGVdOron8H1C8XNzywt_b4WKws_hN2IJVQc5CRQqgZ78ct_6gdeerWjpE41EX5Ma6RkvwO65fYCLzC3kNk2ZBedYkZLlN0D2MpgLA5JITM4guXtLytnVH_EfVLKeZ-1gnSNJngiVSgt3k2fHl-FQkCGZYjTMUg3LDIBF3xzYblOG3QEHylQYlO8YiJxmwhvGC3VUqy--PNjNTZ3vu28bb_7ZbHD7ggOvplq1jieAIQ-eBso66cNzfLP256dh0hr8bRMRd7HLn7b4luhFdzpqUTYrqD8YGjkKbeALZlOzc4TW4beNxnrQ9VLyMa6ACXSncJefOWxut9OBP6-eSdK2nwPEN0xCHrsbNRMfPJVyGAB60OrzhUaeJAOziN74Kkihdosybtww8LHfpQVIyCa2QjcwpC4S_mYappYTvugbls15-r9ZjzVWeOTA83YlUoZGeGdvu99qRkc_6gd5m5ynxihouU0IqCb2DoBJhGkAYxK4bLcsXKiOCnAg-rkIt2xR-pTcjvtnWFYs_SuzdTaqirlScRGS8=,BCN
Budapest,Barcelona,71,2024-11-24T06:50:00.000Z,2024-11-25T23:00:00.000Z,1,https://www.kiwi.com/deep?affilid=mihalytest&currency=EUR&flightsId=0b7701af4e530000655204f6_0%7C01af0b774e540000c921be40_0&from=BUD&lang=en&passengers=1&to=BCN&booking_token=HKvYj8f0dhhTvsbjXzAVzXEcx1AipkfxPvTd1ASFJFgrStqOmr-onTpQYvg82ufiGtVCEeyCFjtmR9hQ1B4PVsmkMMk1De3oS87bjij36JOcoZp4bKxYDdisampq_VyDR7aV2z_2hb3Jn4l26-cnUOGx1a8SRpDJ6CPg163_VyL42OxPptxlMNx_2HMivsPENg2OApcfhyxJlCLfeIX_xNVf2rzpUP3rfwv9J51Lwk7HnvRHLzFA3OgBhUdycglIBofpt8_ZtzgPtaxEsWZgeP7v1aQ8S4kZygwTXTYX5VDWATf6nQaQdgj5n_S-wz5qk53xYoeNYR4BOFOmsGBebq_8iYx4c_dE9Ec32b6ZamobRD3KughfUuF-pfTdfynDc6ddyzyFXmLvbR2lDWWluQIorR8e__uzPsIF_ojWr7Y6zFONQPst4saq5DNSj0T1H3Va04lXogDPLIwxGqNz-9_NE4-X7Aw6OxxLgMJPsLS7dOnJ_9DrDJaTmtgXY8fndWrthGsM5Jaku8nLCYHq6Z92lz25mtTmXkrHyivAZ5uHyfgg2MGyqFUsB9TI21kI9bpFxKvXsbkXQrVwCJSm_ZKtSOStDK0YNYflf-TMvT3I54a7U03i0Bjd7dvzKzdyEoLtzcuC7Nk6v86hy1ihgdEnYBDfUJBSKtO2nqfVj-x6hgKeNUrQsZWgRa8xqg2iMs0C20_4-p7zyQi1kTDdoVg==,BCN
